Doc_ID,Posting_Date,Company_Code,GL_Account,Cost_Center,Currency,Amount,Document_Type,User_ID,Text,Reference,is_anomaly,anomaly_type,has_data_issue,data_issue_type
1000666,04/09/2023,TP03,500010,LOG01,EUR,-908.88,KZ,usr_ava,Payment for subscriptions,REF-75603,False,,True,incorrect_date_format
1001399,04/29/2024,TP02,500010,IT03,CAD,-537.88,KZ,usr_robin,Charge for consulting,REF-97962,False,,True,incorrect_date_format
1007170,05/06/2023,TP01,400040,SAL03,EUR,2426.79,AB,usr_lisa,Sales to Local Foods,REF-88463,False,,True,incorrect_date_format
1008346,05/06/2024,TP02,100020,LOG02,EUR,4400.61,SA,usr_ava,Purchase of furniture,REF-84867,False,,True,incorrect_date_format
1004996,05/22/2023,TP02,400040,IT01,EUR,1138.59,AF,usr_robin,Service fee from Manufacturing Plus,REF-41072,False,,True,incorrect_date_format
1006328,05/29/2023,TP02,400010,FIN01,USD,1888.65,KR,usr_sarah,Sales to Client A,INV-71761,False,,True,incorrect_date_format
1006502,06/11/2023,TP01,400030,OPS03,USD,2122.24,SA,usr_james,Commission for insurance,REF-78999,False,,True,incorrect_date_format
1008826,06/22/2023,TP03,400040,HR02,EUR,2092.38,AB,usr_tina,Sales to Manufacturing Plus,REF-43135,False,,True,incorrect_date_format
1004012,07-Nov-2023,TP01,500050,FIN02,EUR,-275.99,KR,usr_mike,Charge for utilities,INV-21925,False,,True,incorrect_date_format
1010513,07.03.2023,TP01,300020,MKT02,EUR,11265.92,AB,usr_david,Investment return,REF-26318,False,,True,incorrect_date_format
1008890,07/10/2024,TP02,400030,FIN02,EUR,2179.58,SA,usr_sarah,Sales to Global Retail,REF-46456,False,,True,incorrect_date_format
1008841,08-May-2023,TP01,400050,SAL02,USD,3112.33,KZ,usr_tom,Service fee from TechStartup Inc,REF-27687,False,,True,incorrect_date_format
1008155,08-Sep-2023,TP02,100020,FIN01,EUR,5109.22,KZ,usr_sarah,Acquisition of computers,REF-32934,False,,True,incorrect_date_format
1001160,08.03.2023,TP02,400040,IT01,CAD,2726.04,RE,usr_alex,Commission for licensing,INV-87563,False,,True,incorrect_date_format
1003029,08.05.2023,TP01,200010,HR02,EUR,-1316.77,JV,usr_joel,Monthly payment for catering,JV-67141,False,,True,incorrect_date_format
1007602,08/02/2023,TP01,100010,IT02,EUR,5667.72,SA,usr_alex,Acquisition of computers,REF-83469,False,,True,incorrect_date_format
1000541,08/08/2024,TP01,300010,SAL02,USD,1000.0,RE,usr_lisa,Investment return,INV-61101,False,,True,incorrect_date_format
1006645,08/09/2023,TP01,300010,FIN01,GBP,10052.44,AB,usr_mike,Capital contribution,REF-13214,False,,True,incorrect_date_format
1008806,08/09/2024,TP01,500010,OPS02,JPY,-958.56,AB,usr_james,Charge for utilities,REF-99992,False,,True,incorrect_date_format
1009857,08/10/2023,TP02,300020,FIN02,CAD,7280.08,JV,usr_kate,Capital contribution,JV-75570,False,,True,incorrect_date_format
1003532,09/04/2023,TP01,500070,IT01,USD,-1487.91,SA,usr_robin,Monthly marketing,REF-85706,False,,True,incorrect_date_format
1004530,09/13/2023,TP01,300020,FIN01,GBP,20526.49,KZ,usr_sarah,Capital contribution,REF-98861,False,,True,incorrect_date_format
1010372,10-Jun-2024,TP01,400050,IT03,EUR,3594.92,SA,usr_alex,Sales to TechStartup Inc,REF-67910,False,,True,incorrect_date_format
1010584,11/11/2024,TP01,400030,MKT02,CAD,1613.89,SA,usr_emma,Sales to Global Retail,REF-80632,False,,True,incorrect_date_format
1008021,11/11/2024,TP03,100010,SAL03,EUR,6117.39,KZ,usr_lisa,Acquisition of vehicles,REF-86286,False,,True,incorrect_date_format
1002130,11/20/2023,TP02,100010,OPS02,USD,4621.76,AB,usr_james,Payment for equipment,REF-83054,False,,True,incorrect_date_format
1000562,12-Apr-2023,TP02,500010,FIN01,EUR,-443.62,AB,usr_sarah,Payment for utilities,REF-60665,False,,True,incorrect_date_format
1000686,12-Dec-2024,TP01,200010,HR02,EUR,-122.89,KZ,usr_joel,Monthly payment for insurance,REF-67534,False,,True,incorrect_date_format
1009754,12-Jan-2024,TP01,300010,OPS01,USD,14765.88,KR,usr_sophia,Reserve allocation,INV-27206,False,,True,incorrect_date_format
1010621,12.07.2023,TP01,300020,MKT01,EUR,13434.29,KZ,usr_david,Capital contribution,REF-43144,False,,True,incorrect_date_format
1001896,12.08.2024,TP01,300020,IT02,EUR,8200.47,KZ,usr_robin,Capital contribution,REF-53414,False,,True,incorrect_date_format
1005643,12/06/2024,TP01,300010,SAL02,EUR,12791.68,AB,usr_lisa,Capital contribution,REF-19573,False,,True,incorrect_date_format
1000821,12/07/2024,TP02,100030,OPS02,EUR,5920.08,JV,usr_james,Payment for computers,JV-14150,False,,True,incorrect_date_format
1004076,13.03.2023,TP03,400040,HR02,EUR,1671.68,SA,usr_tina,Service fee from Local Foods,REF-66105,False,,True,incorrect_date_format
1006361,13.12.2023,TP01,400010,IT02,USD,2934.65,SA,usr_alex,Service fee from Client A,REF-32541,False,,True,incorrect_date_format
1007778,15-Apr-2024,TP02,300020,LOG02,USD,8594.5,KR,usr_ava,Investment return,INV-30394,False,,True,incorrect_date_format
1005206,15-Dec-2023,TP01,300010,SAL03,USD,12000.0,KR,usr_john,Capital contribution,INV-13081,False,,True,incorrect_date_format
1002082,15-Jul-2024,TP02,200030,MKT01,USD,-3547.75,JV,usr_emma,Payment to Quality Goods Ltd,JV-30255,False,,True,incorrect_date_format
1004179,15.01.2024,TP01,400010,MKT02,CAD,3669.38,JV,usr_david,Commission for maintenance,JV-53553,False,,True,incorrect_date_format
1006518,15.07.2024,TP01,200020,HR02,USD,-2737.13,AB,usr_tina,Monthly payment for consulting,REF-35391,False,,True,incorrect_date_format
1006869,15/01/2024,TP01,300020,LOG02,EUR,10432.95,RE,usr_ava,Investment return,INV-56088,False,,True,incorrect_date_format
1007949,15/01/2024,TP01,200010,LOG01,GBP,-822.25,KZ,usr_noah,Payment to First Insurance,REF-75345,False,,True,incorrect_date_format
1001117,16-Apr-2024,TP01,300010,OPS02,EUR,10373.43,KR,usr_james,Reserve allocation,INV-54538,False,,True,incorrect_date_format
1007582,16/02/2024,TP01,500030,HR01,EUR,-1021.76,SA,usr_joel,Monthly training,REF-83504,False,,True,incorrect_date_format
1008483,17.04.2023,TP01,500070,LOG01,CAD,-1169.28,JV,usr_ava,Payment for utilities,JV-73727,False,,True,incorrect_date_format
1000497,17/03/2023,TP01,500060,HR01,EUR,-1488.91,RE,usr_joel,Charge for catering,INV-95039,False,,True,incorrect_date_format
1004858,18-Oct-2024,TP01,100020,IT03,EUR,10506.46,SA,usr_robin,Payment for machinery,REF-23904,False,,True,incorrect_date_format
1000175,18-Sep-2023,TP02,500040,IT02,USD,-629.42,RE,usr_alex,Monthly rent,INV-70009,False,,True,incorrect_date_format
1009330,20.02.2024,TP03,200030,SAL04,USD,-4144.71,RE,usr_john,Payment to First Insurance,INV-63596,False,,True,incorrect_date_format
1002209,20/03/2023,TP01,500060,LOG01,EUR,-1162.18,KR,usr_ava,Charge for catering,INV-71031,False,,True,incorrect_date_format
1001971,2023-01-02,TP01,200030,,EUR,-3941.1,JV,usr_tom,Invoice from First Insurance,JV-79380,False,,True,missing_values
1009410,2023-01-02,TP01,300020,FIN02,EUR,9626.09,JV,usr_kate,Reserve allocation,JV-14435,False,,True,
1005943,2023-01-02,TP01,200020,LOG01,JPY,-2007.03,AB,usr_noah,Monthly payment for utilities,REF-15574,False,,True,
1003241,2023-01-02,TP01,500060,SAL01,USD,-1388.47,RE,usr_tom,Charge for licensing,INV-19351,False,,True,
1006159,2023-01-02,TP02,400030,SAL01,CAD,482.05,AB,usr_tom,Commission for consulting,REF-97417,False,,True,
1007465,2023-01-02,TP01,200030,IT01,EUR,-3210.7,KR,usr_robin,Invoice from Quality Goods Ltd,INV-42088,False,,True,
1009263,2023-01-02,TP01,200020,LOG02,USD,-1796.59,AB,usr_ava,Payment to Metro Utilities,REF-30837,False,,True,
1001795,2023-01-02,TP01,100030,OPS02,EUR,5982.83,KR,usr_james,Purchase of vehicles,INV-45523,False,,True,
1001483,2023-01-02,TP02,200020,LOG01,USD,-2034.19,SA,usr_ava,Invoice from TechSupply Inc,REF-25823,False,,True,
1003620,2023-01-02,TP01,100030,LOG02,EUR,6924.42,KZ,usr_ava,Acquisition of furniture,REF-66628,False,,True,
1007097,2023-01-02,TP01,400010,OPS02,EUR,5092.42,KR,usr_olivia,Purchase of supplies,INV-99905,True,unusual_gl_usage,True,
1002567,2023-01-02,TP01,200020,OPS02,USD,-1086.48,AB,usr_james,Invoice from Quality Goods Ltd,REF-61748,False,,True,
1006248,2023-01-02,TP01,100020,HR02,BRL,5574.59,SA,usr_tina,Payment for equipment,REF-65128,False,,True,
1005861,2023-01-02,TP03,100030,IT01,GBP,9555.38,KA,usr_robin,Acquisition of software,REF-12645,False,,True,
1008768,2023-01-02,TP01,300020,HR01,EUR,11215.02,KA,usr_tina,Reserve allocation,REF-86680,False,,True,
1009189,2023-01-02,TP02,200030,IT03,USD,-19674.04,KR,usr_alex,Payment to Metro Utilities,INV-12705,True,amount_spike,True,
1000007,2023-01-02,TP01,100040,MKT02,EUR,3938.26,RE,usr_emma,Payment for computers,INV-69802,False,,True,
1003733,2023-01-02,TP02,100020,MKT02,USD,2687.75,KA,usr_david,Payment for supplies,REF-51531,False,,True,
1009554,2023-01-02,TP01,400020,MKT02,USD,1924.33,KZ,usr_david,Commission for licensing,REF-94584,False,,True,
1006808,2023-01-02,TP01,100040,HR02,USD,5150.87,KR,usr_tina,Payment for computers,INV-60818,False,,True,
1008740,2023-01-03,TP02,400010,LOG01,USD,2259.48,JV,usr_noah,Commission for consulting,JV-86087,False,,True,
1005877,2023-01-03,tp02,400050,OPS01,GBP,1809.1,KR,usr_sophia,Service fee from Local Foods,INV-61368,False,,True,inconsistent_company_codes
1008876,2023-01-03,TP02,200030,MKT02,GBP,-5309.03,KR,usr_david,Payment to Acme Corp,INV-49205,False,,True,
1002083,2023-01-03,TP03,400050,MKT02,USD,3085.92,AB,usr_david,Sales to Client A,REF-97678,False,,True,
1000751,2023-01-03,TP01,500040,HR02,EUR,-1130.53,JV,usr_joel,Charge for utilities,JV-49105,False,,True,
1006156,2023-01-03,TP03,300010,HR01,USD,1000.0,JV,usr_joel,Reserve allocation,JV-12409,False,,True,
1003920,2023-01-03,TP02,400020,IT01,USD,2635.17,KA,usr_robin,Commission for subscriptions,REF-21471,False,,True,
1009335,2023-01-03,TP02,500010,IT01,EUR,-1802.47,SA,usr_alex,Reimbursement for salaries,REF-62863,False,,True,
1002426,2023-01-03,TP02,100030,SAL03,USD,3222.28,RE,usr_lisa,Payment for equipment,INV-60851,False,,True,
1004142,2023-01-03,TP01,200020,HR01,EUR,-1762.06,DZ,usr_tina,Payment to Metro Utilities,REF-13597,False,,True,
1008659,2023-01-03,TP01,300010,LOG02,USD,14371.2,DZ,usr_noah,Investment return,REF-44144,False,,True,
1006629,2023-01-03,TP01,100040,MKT01,EUR,5369.54,RE,usr_david,Purchase of furniture,INV-73654,False,,True,
1000263,2023-01-03,TP01,200030,SAL02,TRY,-1962.42,KZ,usr_lisa,Reimbursement for marketing,REF-31358,True,unusual_gl_usage,True,
1005856,2023-01-03,TP01,400040,SAL02,EUR,2832.67,RE,usr_tom,Sales to Local Foods,INV-32747,False,,True,
1001908,2023-01-04,TP01,400030,LOG01,USD,2373.65,RE,usr_noah,Sales to TechStartup Inc,INV-64340,False,,True,
1006285,2023-01-04,TP01,300010,FIN01,CAD,3399.89,AB,usr_mike,Investment return,REF-10250,False,,True,
1007849,2023-01-04,TP02,100020,FIN02,USD,3014.27,SA,usr_kate,Acquisition of furniture,REF-52779,False,,True,
1005664,2023-01-04,TP01,400020,HR01,USD,2267.05,AB,usr_joel,Sales to Manufacturing Plus,REF-74920,False,,True,
1010267,2023-01-04,TP02,100040,SAL03,EUR,4894.89,KR,usr_john,Payment for equipment,INV-68369,False,,True,
1001761,2023-01-04,TP03,500040,HR01,USD,-925.09,JV,usr_tina,Charge for licensing,JV-33175,False,,True,
1004684,2023-01-04,TP01,400030,SAL02,USD,3116.68,AB,usr_lisa,Service fee from Manufacturing Plus,REF-53585,False,,True,
1001038,2023-01-04,TP03,100040,FIN01,EUR,5527.64,AB,usr_mike,Payment for machinery,REF-59007,False,,True,
1010141,2023-01-04,TP01,100010,LOG02,USD,3771.35,KZ,usr_noah,Acquisition of computers,REF-70471,False,,True,
1008006,2023-01-04,TP03,100020,MKT02,EUR,4696.43,JV,usr_david,Purchase of furniture,JV-53536,False,,True,
1010970,2023-01-04,TP02,100030,SAL01,EUR,2552.51,AB,usr_tom,Acquisition of computers,REF-97405,False,,True,
1000554,2023-01-04,TP01,300010,HR01,EUR,9475.16,SA,usr_tina,,REF-89899,False,,True,missing_values
1002336,2023-01-04,TP02,300020,MKT02,USD,4720.05,KZ,usr_emma,Capital contribution,REF-33146,False,,True,
1006979,2023-01-04,TP02,200030,LOG02,EUR,-2710.79,KZ,usr_noah,Invoice from Global Services,REF-47415,False,,True,
1006644,2023-01-04,TP02,200010,SAL01,USD,-2104.54,SA,usr_lisa,Payment to TechSupply Inc,REF-13375,False,,True,
1004400,2023-01-04,TP02,500050,SAL03,USD,-1868.99,SA,usr_lisa,Charge for licensing,REF-61170,False,,True,
1004168,2023-01-04,TP01,300020,LOG02,CAD,15253.87,KR,usr_noah,Investment return,INV-98339,False,,True,
1008687,2023-01-05,TP01,200030,SAL03,GBP,-4164.34,JV,usr_john,Monthly payment for maintenance,JV-38534,False,,True,
1010299,2023-01-05,TP01,100030,SAL03,USD,6406.86,SA,usr_john,Purchase of computers,REF-60903,False,,True,
1005334,2023-01-05,TP03,400040,MKT02,USD,4203.31,RE,usr_emma,Sales to Manufacturing Plus,INV-50112,False,,True,
1007305,2023-01-05,TP01,300020,MKT01,EUR,15642.73,JV,usr_david,Reserve allocation,JV-49470,False,,True,
1003121,2023-01-05,TP01,500050,MKT01,USD,-933.93,RE,usr_emma,Monthly supplies,INV-91618,False,,True,
1008693,2023-01-05,TP01,100020,OPS02,EUR,6397.66,RE,usr_james,Payment for machinery,INV-49870,False,,True,
1008342,2023-01-05,TP02,500010,IT03,EUR,-594.5,SA,usr_robin,Monthly training,REF-50842,False,,True,
1003654,2023-01-05,TP01,300010,OPS02,GBP,8854.59,SA,usr_olivia,Reserve allocation,REF-35890,False,,True,
1007831,2023-01-05,TP02,300020,MKT02,EUR,7798.37,JV,usr_emma,Capital contribution,JV-65735,False,,True,
1010477,2023-01-05,TP02,500020,FIN01,JPY,1248.36,SA,usr_mike,Monthly office rent payment,REF-96853,False,,True,
1000097,2023-01-05,TP02,100040,IT02,EUR,2410.64,SA,usr_robin,Purchase of computers,REF-32069,False,,True,
1003539,2023-01-05,TP01,100040,OPS02,USD,3092.12,RE,usr_olivia,Acquisition of equipment,INV-78969,False,,True,
1006467,2023-01-05,TP01,500010,HR02,EUR,-1149.84,JV,usr_joel,Monthly marketing,JV-25976,False,,True,
1000300,2023-01-05,TP02,400030,MKT02,EUR,1478.75,JV,usr_david,Sales to Client A,JV-97644,False,,True,
1006032,2023-01-06,TP02,100040,FIN02,EUR,6277.09,KZ,usr_sarah,Acquisition of supplies,REF-83850,False,,True,
1001674,2023-01-06,TP02,500010,FIN01,EUR,-582.2,KA,usr_kate,Charge for subscriptions,REF-17840,False,,True,
1010986,2023-01-06,TP01,500050,IT02,USD,-1692.44,KZ,usr_alex,Reimbursement for supplies,REF-21010,False,,True,
1001308,2023-01-06,TP02,300010,IT01,USD,12020.25,KZ,usr_robin,Capital contribution,REF-31012,False,,True,
1004728,2023-01-06,TP01,200030,IT02,EUR,-2043.63,JV,usr_robin,Payment to Acme Corp,JV-64275,False,,True,
1002581,2023-01-06,TP01,200030,OPS01,EUR,-2573.42,KR,usr_james,Monthly payment for subscriptions,INV-61789,False,,True,
1003878,2023-01-06,TP01,300020,MKT01,USD,3914.8,AB,usr_david,Reserve allocat1on,REF-14409,False,,True,typos
1002479,2023-01-06,TP01,100040,FIN02,GBP,5435.03,SA,usr_sarah,Payment for computers,REF-70524,False,,True,
1005835,2023-01-06,TP03,200030,HR02,USD,-2611.85,SA,usr_joel,Payment to First Insurance,REF-34766,False,,True,
1001997,2023-01-06,TP01,100030,LOG01,USD,5893.75,KR,usr_ava,Acqui?sition of supplies,INV-73697,False,,True,extraneous_characters
1003202,2023-01-06,TP01,500020,SAL01,EUR,-1370.17,KR,usr_lisa,Monthly marketing,INV-99580,False,,True,
1000793,2023-01-06,TP01,500050,IT03,EUR,-644.35,RE,usr_alex,Reimbursement for rent,INV-49581,False,,True,
1005042,2023-01-06,TP01,400030,SAL02,USD,1729.21,RE,usr_lisa,Sales to Client A,INV-87895,False,,True,
1010262,2023-01-06,TP02,500060,FIN02,EUR,-887.17,JV,usr_mike,Monthly marketing,JV-56371,False,,True,
1008231,2023-01-06,TP01,100010,IT03,EUR,2899.63,SA,usr_alex,Payment for furniture,REF-15572,False,,True,
1006471,2023-01-06,TP03,200020,SAL01,EUR,-5248.44,SA,usr_john,Monthly payment for licensing,REF-55937,False,,True,
1009569,2023-01-07,TP01,500030,MKT02,EUR,-1682.76,AB,usr_david,Reimbursement for travel,REF-79262,True,weekend_posting,True,
1005712,2023-01-09,TP01,500060,FIN02,EUR,-349.45,SA,usr_sarah,Payment for catering,REF-98183,False,,True,
1009753,2023-01-09,TP02,100030,IT03,USD,6425.42,KR,usr_alex,Payment for furniture,INV-13631,False,,True,
1003841,2023-01-09,TP01,200030,OPS01,EUR,-1362.99,SA,usr_olivia,Monthly payment for insurance,REF-89279,False,,True,
1007461,2023-01-09,TP01,300010,HR02,USD,983.76,KR,usr_tina,Reserve allocation,INV-49790,True,amount_spike,True,
1005231,2023-01-09,TP01,100040,MKT01,EUR,6637.1,JV,usr_emma,Payment for furniture,JV-64130,False,,True,
1002148,2023-01-09,TP03,500030,SAL04,USD,-750.13,RE,usr_lisa,Monthly salaries,INV-64595,False,,True,
1003349,2023-01-09,TP02,400040,OPS02,EUR,2466.07,SA,usr_olivia,Service fee from Client A,REF-76541,False,,True,
1008199,2023-01-09,TP01,300010,MKT01,EUR,14113.41,KR,usr_emma,Investment return,INV-35180,False,,True,
1004480,2023-01-09,TP02,100010,MKT02,USD,7629.83,RE,usr_david,Purchase of software,INV-98305,False,,True,
1006438,2023-01-09,TP01,300020,MKT01,EUR,15921.28,AB,usr_emma,Investment return,REF-93126,False,,True,
1001000,2023-01-09,TP01,500040,SAL01,USD,-1122.62,KZ,usr_john,Monthly supplies,REF-72099,False,,True,
1007062,2023-01-09,TP02,100020,LOG01,USD,6874.95,SA,usr_ava,Payment for furniture,REF-68260,False,,True,
1007679,2023-01-09,TP02,200030,SAL04,USD,-4554.58,KR,usr_lisa,Payment to Metro Utilities,INV-80216,False,,True,
1004391,2023-01-09,TP02,100030,IT02,CAD,4401.64,SA,usr_alex,Payment for vehicles,REF-74948,False,,True,
1007641,2023-01-09,TP03,200020,MKT01,EUR,-883.41,RE,usr_david,Invoice from Quality Goods Ltd,INV-78928,False,,True,
1003965,2023-01-09,TP01,200010,MKT01,USD,-3651.19,KA,usr_emma,Invoice from TechSupply Inc,REF-53718,False,,True,
1008854,2023-01-09,TP01,200020,IT02,USD,-672.73,KR,usr_alex,Invoice from TechSupply Inc,INV-12063,False,,True,
1002877,2023-01-09,TP03,100020,IT01,USD,10001.8,AB,usr_alex,Purchase of vehicles,REF-55553,False,,True,
1010956,2023-01-09,TP02,500070,SAL01,EUR,-921.0,KZ,usr_tom,Reimbursement for travel,REF-69998,False,,True,
1003996,2023-01-09,TP02,200020,LOG01,EUR,-3401.09,SA,usr_ava,Monthly payment for subscriptions,REF-23875,False,,True,
1002950,2023-01-09,TP01,500020,OPS02,EUR,-1122.45,JV,usr_olivia,Charge for subscriptions,JV-47878,False,,True,
1008498,2023-01-09,TP02,300010,OPS01,USD,10552.09,SA,usr_olivia,Investment return,REF-66994,False,,True,
1010208,2023-01-09,TP03,400010,OPS03,GBP,3203.58,KR,usr_james,Commission for catering,INV-76984,False,,True,
1003122,2023-01-09,TP01,100030,OPS03,USD,5504.01,SA,usr_olivia,Payment for machinery,REF-48447,False,,True,
1002194,2023-01-09,TP01,500050,HR01,EUR,-1781.98,AB,usr_joel,Reimbursement for salaries,REF-81123,False,,True,
1006436,2023-01-09,TP02,200020,OPS03,EUR,-3045.21,SA,usr_sophia,Invoice from Metro Utilities,REF-41803,False,,True,
1002708,2023-01-09,TP02,300020,SAL04,EUR,11679.24,KZ,usr_john,Capital contribution,REF-46631,False,,True,
1006998,2023-01-09,TP01,500060,OPS02,EUR,-10.0,KZ,usr_olivia,Payment for maintenance,REF-35518,False,,True,
1006663,2023-01-09,TP01,300010,FIN01,EUR,10102.51,JV,usr_sarah,Investment return,JV-79336,False,,True,
1001284,2023-01-09,TP02,400050,OPS03,USD,2154.65,KZ,usr_olivia,Commission for maintenance,REF-92378,False,,True,
1005931,2023-01-09,TP03,200010,FIN02,USD,-3321.14,RE,usr_kate,Monthly payment for consulting,INV-55735,False,,True,
1004376,2023-01-10,TP01,200010,HR02,EUR,-4108.22,RE,usr_tina,Payment to Acme Corp,INV-38765,False,,True,
1001207,2023-01-10,TP01,400030,FIN01,USD,2759.01,KR,usr_kate,Service fee from Manufacturing Plus,INV-89612,False,,True,
1006191,2023-01-10,TP02,100010,SAL01,EUR,5566.54,KZ,usr_tom,Acquisition of furniture,REF-75803,False,,True,
1005442,2023-01-10,TP02,200010,OPS03,EUR,-3558.12,RE,usr_james,Payment to First Insurance,INV-10740,False,,True,
1001633,2023-01-10,TP01,400040,OPS03,EUR,2876.21,SA,usr_olivia,Service fee from Local Foods,REF-38095,False,,True,
1003788,2023-01-10,TP01,500010,OPS03,USD,-737.67,AB,usr_olivia,Charge for maintenanc[]e,REF-66576,False,,True,extraneous_characters
1002735,2023-01-10,TP01,300010,SAL04,EUR,9026.05,AB,usr_lisa,Reserve allocation,REF-27243,False,,True,
1008709,2023-01-10,TP02,300020,MKT02,EUR,11234.53,JV,usr_david,Reserve allocation,JV-18081,False,,True,
1001485,2023-01-10,TP01,300020,IT01,USD,12723.12,AB,usr_alex,Investment return,REF-93887,False,,True,
1003024,2023-01-10,TP01,200020,SAL02,EUR,-794.27,KR,usr_john,Invoice from TechSupply Inc,INV-56891,False,,True,
1006383,2023-01-10,TP01,300020,MKT02,USD,7976.52,KZ,usr_emma,Investment return,REF-72416,False,,True,
1001249,2023-01-10,TP01,400020,MKT02,EUR,1986.5,JV,usr_david,Sales to EssentialTech,JV-61596,False,,True,
1010855,2023-01-10,TP03,200010,SAL04,USD,-4513.14,JV,usr_john,Payment to Global Services,JV-68774,False,,True,
1007054,2023-01-10,TP02,400010,LOG02,JPY,1985.73,AB,usr_ava,Commission for consulting,REF-39329,False,,True,
1006020,2023-01-10,TP03,100010,FIN02,USD,8696.22,KR,usr_sarah,Acquisition of machinery,INV-54460,False,,True,
1006646,2023-01-10,TP01,500030,HR02,USD,-1260.26,KZ,usr_tina,Payment for consulting,REF-69652,False,,True,
1010233,2023-01-11,TP01 ,200020,IT01,JPY,-1970.19,RE,usr_robin,Invoice from First Insurance,INV-71652,False,,True,inconsistent_company_codes
1008805,2023-01-11,TP03,200020,HR02,EUR,-3506.94,KZ,usr_joel,Invoice from Metro Utilities,REF-60445,False,,True,
1003559,2023-01-11,TP02,500070,SAL02,EUR,-520.13,KR,usr_john,Charge for maintenance,INV-84910,False,,True,
1000254,2023-01-11,TP01,100040,MKT01,EUR,7137.58,RE,usr_emma,Purchase of equipment,INV-62762,False,,True,
1007744,2023-01-11,TP02,500050,MKT02,EUR,-1411.17,KZ,usr_emma,Charge for insurance,REF-35522,False,,True,
1007758,2023-01-11,TP02,100030,OPS01,USD,6225.25,SA,usr_olivia,Payment for machinery,REF-75850,False,,True,
1007820,2023-01-11,TP02,200030,LOG01,EUR,-682.64,KZ,usr_ava,Invoice from Global Services,REF-89125,False,,True,
1002147,2023-01-11,TP02,400040,HR02,EUR,1064.56,KR,usr_tina,Sales to Global Retail,INV-94116,False,,True,
1006982,2023-01-11,TP03,100020,HR01,USD,7499.24,RE,usr_joel,Acquisition of equipment,INV-94531,False,,True,
1006222,2023-01-11,TP01,500030,SAL04,GBP,-491.04,AB,usr_tom,Payment for catering,REF-21397,False,,True,
1010495,2023-01-11,TP02,300020,FIN02,RUB,6388.26,JV,usr_kate,Capital contribution,JV-83635,False,,True,
1000493,2023-01-11,TP02,200010,OPS01,EUR,-3570.78,RE,usr_olivia,Payment to TechSupply Inc,INV-28178,False,,True,
1005718,2023-01-11,TP02,500030,IT01,EUR,-1293.0,KR,usr_alex,Charge for utilities,INV-13909,False,,True,
1000824,2023-01-12,TP02,100010,LOG01,EUR,2707.31,AB,usr_noah,Purchase of supplies,REF-34958,False,,True,
1005304,2023-01-12,TP01,200020,IT01,EUR,-2541.07,RE,usr_alex,Invoice from Metro Utilities,INV-84996,False,,True,
1010943,2023-01-12,TP01,100010,IT01,EUR,3435.99,JV,usr_robin,Acquisition of machinery,,False,,True,missing_values
1006667,2023-01-12,TP01,300020,OPS03,JPY,9023.05,RE,usr_james,Investment return,INV-62047,False,,True,
1003168,2023-01-12,TP01,200010,IT02,EUR,-4080.02,JV,usr_alex,Monthly payment for subscriptions,JV-93624,False,,True,
1002422,2023-01-12,TP01,300010,HR01,USD,9468.31,RE,usr_joel,Reserve allocation,INV-93180,False,,True,
1009355,2023-01-12,TP03,300020,HR01,USD,13125.55,SA,usr_joel,Investment return,REF-38549,False,,True,
